2021-03-31 01:42:22,140:Key.shift:
2021-03-31 01:42:22,170:Key.shift:
2021-03-31 01:42:22,201:Key.shift:
2021-03-31 01:42:22,231:Key.shift:
2021-03-31 01:42:22,260:Key.shift:
2021-03-31 01:42:22,292:Key.shift:
2021-03-31 01:42:22,321:Key.shift:
2021-03-31 01:42:22,352:Key.shift:
2021-03-31 01:42:22,915:Key.shift:
2021-03-31 01:42:23,419:Key.shift:
2021-03-31 01:42:23,449:Key.shift:
2021-03-31 01:42:23,479:Key.shift:
2021-03-31 01:42:23,511:Key.shift:
2021-03-31 01:42:23,541:Key.shift:
2021-03-31 01:42:23,571:Key.shift:
2021-03-31 01:42:23,602:Key.shift:
2021-03-31 01:42:23,632:Key.shift:
2021-03-31 01:42:23,662:Key.shift:
2021-03-31 01:42:23,692:Key.shift:
2021-03-31 01:42:23,723:Key.shift:
2021-03-31 01:42:23,753:Key.shift:
2021-03-31 01:42:23,783:Key.shift:
2021-03-31 01:42:23,814:Key.shift:
2021-03-31 01:42:23,845:Key.shift:
2021-03-31 01:42:27,053:Key.shift:
2021-03-31 01:42:27,558:Key.shift:
2021-03-31 01:42:27,588:Key.shift:
2021-03-31 01:42:27,618:Key.shift:
2021-03-31 01:42:27,649:Key.shift:
2021-03-31 01:42:27,680:Key.shift:
2021-03-31 01:42:27,711:Key.shift:
2021-03-31 01:42:27,742:Key.shift:
2021-03-31 01:42:27,772:Key.shift:
2021-03-31 01:42:27,802:Key.shift:
2021-03-31 01:42:27,832:Key.shift:
2021-03-31 01:42:27,862:Key.shift:
2021-03-31 01:42:27,893:Key.shift:
2021-03-31 01:42:27,924:Key.shift:
2021-03-31 01:42:27,955:Key.shift:
2021-03-31 01:42:27,984:Key.shift:
2021-03-31 01:42:28,015:Key.shift:
2021-03-31 01:42:28,046:Key.shift:
2021-03-31 01:42:28,077:Key.shift:
2021-03-31 01:42:28,107:Key.shift:
2021-03-31 01:42:28,137:Key.shift:
2021-03-31 01:42:28,168:Key.shift:
2021-03-31 01:42:28,198:Key.shift:
2021-03-31 01:42:28,228:Key.shift:
2021-03-31 01:42:28,258:Key.shift:
2021-03-31 01:42:28,288:Key.shift:
2021-03-31 01:42:28,319:Key.shift:
2021-03-31 01:42:44,309:Key.backspace:
2021-03-31 01:42:44,896:Key.backspace:
2021-03-31 01:42:47,962:Key.backspace:
2021-03-31 01:42:48,560:Key.backspace:
2021-03-31 01:43:08,928:Key.backspace:
2021-03-31 01:43:10,134:Key.backspace:
2021-03-31 01:43:13,398:Key.backspace:
2021-03-31 01:43:13,817:Key.backspace:
2021-03-31 01:44:32,608:Key.backspace:
2021-03-31 01:44:32,765:Key.backspace:
2021-03-31 01:44:32,911:Key.backspace:
2021-03-31 01:44:33,048:Key.backspace:
2021-03-31 01:44:33,379:Key.backspace:
2021-03-31 01:44:33,549:Key.backspace:
2021-03-31 01:44:33,907:Key.backspace:
2021-03-31 01:46:55,380:Key.enter:
2021-03-31 01:46:57,321:Key.ctrl_l:
2021-03-31 01:46:57,487:'\x16':
2021-03-31 01:48:46,404:Key.enter:
2021-03-31 01:48:46,866:Key.ctrl_l:
2021-03-31 01:48:46,953:'\x16':
2021-03-31 01:50:30,673:Key.ctrl_l:
2021-03-31 01:50:31,091:'\x03':
2021-03-31 01:51:17,096:Key.shift:
2021-03-31 01:51:17,175:'P':
2021-03-31 01:51:18,190:'r':
2021-03-31 01:51:19,219:Key.backspace:
2021-03-31 01:51:19,337:Key.shift:
2021-03-31 01:51:19,826:'R':
2021-03-31 01:51:20,046:'A':
2021-03-31 01:51:20,341:'C':
2021-03-31 01:51:20,657:'T':
2021-03-31 01:51:21,291:'I':
2021-03-31 01:51:21,558:'C':
2021-03-31 01:51:21,683:'A':
2021-03-31 01:51:21,989:'L':
2021-03-31 01:51:23,675:Key.space:
2021-03-31 01:51:24,275:')':
2021-03-31 01:51:24,340:'(':
2021-03-31 01:51:25,013:Key.backspace:
2021-03-31 01:51:25,146:Key.backspace:
2021-03-31 01:51:25,804:'0':
2021-03-31 01:51:25,847:'9':
2021-03-31 01:51:26,174:Key.enter:
2021-03-31 01:51:37,269:Key.ctrl_l:
2021-03-31 01:51:37,617:'\x03':
